"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Year","Month","Avg_Price_Land","No_sold","no_sold_pr","new_count_prop","percent_new"
"3524","Williamstown","5/77 Dover Rd",2,"u",513500,"Property Sold","RT","14/05/2016",8,3016,2,1,1,0,72,1980,"Hobsons Bay",-37.8536,144.8981,"Western Metropolitan",6380,14,5,Inf,1,47,1792,79
"3525","Williamstown","71 Hannan St",4,"h",1805000,"Property Sold","Greg","16/04/2016",8,3016,3,2,2,466,160,1930,"Hobsons Bay",-37.8621,144.8872,"Western Metropolitan",6380,16,4,3873.39055793991,1,63,6507,138
"3526","Williamstown","16 Princes St",4,"h",1126000,"Sold Prior","Raine&Horne","16/04/2016",8,3016,4,1,1,307,150,1900,"Hobsons Bay",-37.8525,144.8945,"Western Metropolitan",6380,16,4,3667.75244299674,1,63,1079,3
"3527","Williamstown","21a Station Rd",3,"t",935000,"Sold Prior","Sweeney","16/04/2016",8,3016,3,2,1,233,194,2002,"Hobsons Bay",-37.8573,144.8911,"Western Metropolitan",6380,16,4,4012.87553648069,1,63,143,106
"3528","Williamstown","4/54 Yarra St",2,"u",375000,"Sold Prior","Williams","17/09/2016",8,3016,2,1,1,0,49,1970,"Hobsons Bay",-37.8504,144.8924,"Western Metropolitan",6380,17,9,Inf,1,49,481,51
"3529","Williamstown","104 Hannan St",4,"h",2050000,"Property Sold","Sweeney","22/05/2016",8,3016,4,2,2,648,285,2011,"Hobsons Bay",-37.8601,144.8879,"Western Metropolitan",6380,22,5,3163.58024691358,1,46,6507,106
"3530","Williamstown","33 Cecil St",3,"h",1310000,"Property Sold","Sweeney","24/09/2016",8,3016,3,2,1,185,139,1900,"Hobsons Bay",-37.8664,144.9072,"Western Metropolitan",6380,24,9,7081.08108108108,1,54,6507,106
"3531","Williamstown","6/13 Dover Rd",2,"u",491500,"Property Sold","RT","24/09/2016",8,3016,2,1,1,0,61,1970,"Hobsons Bay",-37.8563,144.8995,"Western Metropolitan",6380,24,9,Inf,1,54,1792,79
"3532","Williamstown","2/4 Lyons St",2,"u",547500,"Sold Prior","Greg","24/09/2016",8,3016,2,1,1,0,60,1980,"Hobsons Bay",-37.8612,144.8971,"Western Metropolitan",6380,24,9,Inf,1,54,481,138
"3533","Williamstown","77 Melbourne Rd",3,"h",1210000,"Property Sold","Williams","25/02/2017",8,3016,3,1,0,249,85,1910,"Hobsons Bay",-37.86,144.895,"Western Metropolitan",6380,25,2,4859.43775100402,1,74,6507,51
"3534","Williamstown","9/99 Melbourne Rd",2,"u",412000,"Sold Prior","Williams","25/02/2017",8,3016,2,1,1,0,65,1980,"Hobsons Bay",-37.8586,144.8937,"Western Metropolitan",6380,25,2,Inf,1,74,481,51
"3535","Williamstown","50 Thompson St",4,"h",1630000,"Property Sold","Greg","25/02/2017",8,3016,4,2,2,265,197,2010,"Hobsons Bay",-37.8656,144.9039,"Western Metropolitan",6380,25,2,6150.94339622641,1,74,6507,138
"3536","Williamstown","118 Hannan St",3,"h",1482500,"Property Sold","Sweeney","27/06/2016",8,3016,3,2,1,506,139,1910,"Hobsons Bay",-37.8592,144.888,"Western Metropolitan",6380,27,6,2929.8418972332,1,57,6507,106
"3537","Williamstown","19 MacLean St",4,"h",1300000,"Passed In","Sweeney","27/06/2016",8,3016,4,2,2,369,250,1980,"Hobsons Bay",-37.8576,144.8992,"Western Metropolitan",6380,27,6,3523.0352303523,1,57,1069,106
"3538","Williamstown","139 Cecil St",4,"h",2255000,"Property Sold","Raine","27/11/2016",8,3016,4,1,3,765,257,1880,"Hobsons Bay",-37.8621,144.8999,"Western Metropolitan",6380,27,11,2947.71241830065,1,75,6507,62
"3539","Williamstown","68 Osborne St",3,"h",1710000,"Sold Prior","RT","27/11/2016",8,3016,3,2,1,260,170,2016,"Hobsons Bay",-37.8671,144.9001,"Western Metropolitan",6380,27,11,6576.92307692308,1,75,1079,79
"3540","Williamstown","11 Sandpiper Pl",4,"h",2440000,"Property Sold","Sweeney","27/11/2016",8,3016,4,3,3,500,278,2005,"Hobsons Bay",-37.8638,144.8798,"Western Metropolitan",6380,27,11,4880,1,75,6507,106
"3541","Williamstown North","12/29 Champion Rd",2,"u",380000,"Passed In","Greg","18/06/2016",8.9,3016,2,1,1,0,64,1960,"Hobsons Bay",-37.8564,144.8864,"Western Metropolitan",802,18,6,Inf,1,53,361,138
"3542","Williamstown North","13/68 Kororoit Creek Rd",2,"u",367500,"Property Sold","Sweeney","24/09/2016",8.9,3016,2,1,1,0,61,1970,"Hobsons Bay",-37.8571,144.8841,"Western Metropolitan",802,24,9,Inf,1,54,1792,106
"3543","Williamstown North","18 Inglis St",3,"h",1225000,"Sold Prior","Raine","27/11/2016",8.9,3016,3,1,1,311,126,1920,"Hobsons Bay",-37.8546,144.8762,"Western Metropolitan",802,27,11,3938.90675241158,1,75,1079,62
"3544","Windsor","207/152 Peel St",2,"u",580000,"Vendor Bid","Jellis","3/09/2016",5.1,3181,2,2,1,0,78,2012,"Port Phillip",-37.8558,144.9903,"Southern Metropolitan",4380,3,9,Inf,1,86,364,701
"3545","Windsor","344 High St",3,"h",2302000,"Property Sold","Marshall","4/03/2017",5.1,3181,3,1,4,440,144,1895,"Stonnington",-37.8528,144.9994,"Southern Metropolitan",4380,4,3,5231.81818181818,1,140,6507,347
"3546","Windsor","1/60 McIlwrick St",2,"u",611000,"Property Sold","Hodges","4/03/2017",5.1,3181,2,1,1,598,75,1940,"Stonnington",-37.8564,144.9971,"Southern Metropolitan",4380,4,3,1021.73913043478,1,140,1792,75
"3547","Windsor","4/12 Ellesmere Rd",2,"u",8e+05,"Property Sold","Fletchers","7/05/2016",5.1,3181,2,1,1,0,92,1930,"Port Phillip",-37.8577,145.0002,"Southern Metropolitan",4380,7,5,Inf,1,115,1792,143
"3548","Windsor","17/25 Williams Rd",1,"u",275000,"Vendor Bid","Gary","7/05/2016",5.1,3181,1,1,1,0,44,1970,"Port Phillip",-37.8564,145.0016,"Southern Metropolitan",4380,7,5,Inf,1,115,364,88
"3549","Windsor","7b Nathan Pl",3,"h",1540000,"Property Sold","Biggin","7/11/2016",5.1,3181,3,2,1,138,147,2000,"Stonnington",-37.8556,144.995,"Southern Metropolitan",4380,7,11,11159.4202898551,1,71,6507,213
"3550","Windsor","115 Albert St",3,"h",1370000,"Property Sold","Paul","10/09/2016",5.1,3181,3,1,2,317,112,1900,"Port Phillip",-37.856,144.9891,"Southern Metropolitan",4380,10,9,4321.7665615142,1,104,6507,5
"3551","Windsor","6/10 Wrexham Rd",1,"u",452000,"Property Sold","Marshall","11/02/2017",5.1,3181,1,1,1,0,46,1974,"Stonnington",-37.8568,145.0004,"Southern Metropolitan",4380,11,2,Inf,1,23,1792,347
"3552","Windsor","7/8 The Avenue",1,"u",501000,"Passed In","Noel","16/07/2016",5.1,3181,1,1,1,0,51,2005,"Port Phillip",-37.8571,144.9979,"Southern Metropolitan",4380,16,7,Inf,1,47,361,97
"3553","Windsor","1/43 Williams Rd",2,"u",380000,"Vendor Bid","hockingstuart","16/07/2016",5.1,3181,2,1,1,0,71,1970,"Port Phillip",-37.8555,145.0018,"Southern Metropolitan",4380,16,7,Inf,1,47,364,582
"3554","Windsor","3/11 Lincoln Pl",2,"h",1177000,"Passed In","Marshall","18/03/2017",5.1,3181,2,2,2,521,122,2000,"Stonnington",-37.8543,144.9939,"Southern Metropolitan",4380,18,3,2259.11708253359,1,118,1069,347
"3555","Windsor","10/27 Lewisham Rd",2,"u",6e+05,"Property Sold","Biggin","18/06/2016",5.1,3181,2,1,1,0,83,1970,"Port Phillip",-37.8559,144.999,"Southern Metropolitan",4380,18,6,Inf,1,108,1792,213
"3556","Windsor","50 Andrew St",2,"h",1500000,"Property Sold","Jellis","19/11/2016",5.1,3181,2,1,2,0,96,1928,"Stonnington",-37.8518,144.9868,"Southern Metropolitan",4380,19,11,Inf,1,102,6507,701
"3557","Windsor","1/300 High St",3,"u",830000,"Property Sold","hockingstuart","19/11/2016",5.1,3181,3,2,2,0,112,2000,"Stonnington",-37.8526,144.9977,"Southern Metropolitan",4380,19,11,Inf,1,102,1792,582
"3558","Windsor","46/174 Peel St",2,"u",1200000,"Sold Prior","Jellis","19/11/2016",5.1,3181,2,2,1,0,111,2007,"Port Phillip",-37.8563,144.9916,"Southern Metropolitan",4380,19,11,Inf,1,102,481,701
"3559","Windsor","3/45 Williams Rd",2,"u",6e+05,"Sold Prior","hockingstuart","24/09/2016",5.1,3181,2,1,1,1452,96,1970,"Stonnington",-37.8554,145.0018,"Southern Metropolitan",4380,24,9,413.223140495868,1,74,481,582
"3560","Windsor","8/14 Newry St",2,"u",474000,"Property Sold","Beller","28/08/2016",5.1,3181,2,1,1,0,66,1985,"Port Phillip",-37.8552,145.0005,"Southern Metropolitan",4380,28,8,Inf,1,105,1792,8
"3561","Windsor","31 Raleigh St",2,"h",1350000,"Property Sold","Jellis","28/08/2016",5.1,3181,2,1,1,157,101,1900,"Port Phillip",-37.8522,144.986,"Southern Metropolitan",4380,28,8,8598.72611464968,1,105,6507,701
"3562","Windsor","77 Raleigh St",3,"h",1910000,"Property Sold","Marshall","28/08/2016",5.1,3181,3,3,1,143,89,1890,"Stonnington",-37.8525,144.9881,"Southern Metropolitan",4380,28,8,13356.6433566434,1,105,6507,347
"3563","Yallambie","8 Ovata Cl",4,"h",915000,"Property Sold","Barry","4/03/2017",15,3085,4,3,1,531,237,1990,"Banyule",-37.7198,145.1034,"Northern Metropolitan",1369,4,3,1723.16384180791,1,101,6507,467
"3564","Yallambie","70 Tarcoola Dr",3,"h",810000,"Property Sold","Buckingham","10/12/2016",15,3085,3,2,2,568,173,1975,"Banyule",-37.7216,145.1066,"Northern Metropolitan",1369,10,12,1426.05633802817,1,92,6507,26
"3565","Yallambie","267 Yallambie Rd",3,"h",753000,"Property Sold","Barry","11/02/2017",15,3085,3,2,1,536,154,1975,"Banyule",-37.7233,145.1045,"Northern Metropolitan",1369,11,2,1404.85074626866,1,25,6507,467
"3566","Yallambie","340 Yallambie Rd",3,"h",602500,"Property Sold","Ray","13/08/2016",15,3085,3,2,2,586,140,1970,"Banyule",-37.7279,145.1017,"Northern Metropolitan",1369,13,8,1028.15699658703,1,47,6507,361
"3567","Yallambie","4 Coleen St",3,"h",742000,"Property Sold","Barry","15/10/2016",15,3085,3,1,1,614,117,1978,"Banyule",-37.7305,145.081,"Northern Metropolitan",1369,15,10,1208.46905537459,1,84,6507,467
"3568","Yallambie","36 Longacres Rd",4,"h",953000,"Property Sold","Fletchers","15/10/2016",15,3085,4,2,2,551,150,1997,"Banyule",-37.7302,145.0883,"Northern Metropolitan",1369,15,10,1729.58257713249,1,84,6507,143
"3569","Yallambie","2 Debra Ct",3,"h",650000,"Property Sold","hockingstuart","17/09/2016",15,3085,3,1,1,706,129,1970,"Banyule",-37.731,145.0811,"Northern Metropolitan",1369,17,9,920.679886685552,1,66,6507,582
"3570","Yallambie","4 Melliodora Pl",3,"h",731000,"Property Sold","hockingstuart","18/06/2016",15,3085,3,2,2,566,156,1991,"Banyule",-37.7195,145.1034,"Northern Metropolitan",1369,18,6,1291.51943462898,1,77,6507,582
"3571","Yallambie","5 Crew St",3,"h",710000,"Property Sold","Miles","19/11/2016",15,3085,3,1,1,616,115,1960,"Banyule",-37.7306,145.0854,"Northern Metropolitan",1369,19,11,1152.5974025974,1,79,6507,84
"3572","Yallambie","27 Ovata Cl",3,"h",936000,"Property Sold","Buckingham","26/07/2016",15,3085,3,2,2,587,232,1994,"Banyule",-37.72,145.1014,"Northern Metropolitan",1369,26,7,1594.54855195911,1,37,6507,26
"3573","Yallambie","5 Amanda Ct",3,"h",721000,"Property Sold","Barry","28/08/2016",15,3085,3,1,1,687,122,1978,"Banyule",-37.7303,145.0823,"Northern Metropolitan",1369,28,8,1049.49053857351,1,67,6507,467
"3574","Yarraville","13 Benbow St",3,"h",1e+06,"Property Sold","Jas","3/09/2016",7,3013,3,2,1,448,147,1940,"Maribyrnong",-37.8228,144.8799,"Western Metropolitan",6543,3,9,2232.14285714286,1,43,6507,140
"3575","Yarraville","6 Sanderson St",2,"h",890000,"Sold Prior","Village","3/09/2016",7,3013,3,1,2,471,103,1950,"Maribyrnong",-37.8149,144.8707,"Western Metropolitan",6543,3,9,1889.5966029724,1,43,1079,82
"3576","Yarraville","83 Tarrengower St",3,"h",1165000,"Property Sold","Village","3/09/2016",7,3013,3,1,0,191,105,1910,"Maribyrnong",-37.8175,144.8879,"Western Metropolitan",6543,3,9,6099.47643979058,1,43,6507,82
"3577","Yarraville","4 Finlay St",4,"h",1550000,"Property Sold","Village","3/12/2016",7,3013,4,2,2,427,233,2010,"Maribyrnong",-37.8187,144.8771,"Western Metropolitan",6543,3,12,3629.97658079625,1,57,6507,82
"3578","Yarraville","7/87 Gamon St",3,"h",770000,"Vendor Bid","Jas","3/12/2016",7,3013,3,1,2,323,139,1960,"Maribyrnong",-37.8108,144.8899,"Western Metropolitan",6543,3,12,2383.90092879257,1,57,728,140
"3579","Yarraville","160 Hyde St",3,"h",871000,"Property Sold","Jas","3/12/2016",7,3013,3,2,2,428,100,1965,"Maribyrnong",-37.8167,144.8965,"Western Metropolitan",6543,3,12,2035.04672897196,1,57,6507,140
"3580","Yarraville","1/194 Hyde St",3,"h",780000,"Property Sold","Village","3/12/2016",7,3013,3,2,2,213,120,2004,"Maribyrnong",-37.8175,144.8964,"Western Metropolitan",6543,3,12,3661.97183098592,1,57,6507,82
"3581","Yarraville","3/27 Stephen St",2,"t",650000,"Vendor Bid","Jas","3/12/2016",7,3013,2,1,1,0,2,1980,"Maribyrnong",-37.8113,144.8955,"Western Metropolitan",6543,3,12,Inf,1,57,107,140
"3582","Yarraville","41 Sussex St",3,"h",770000,"Sold Prior","Jas","3/12/2016",7,3013,2,1,1,138,82,1890,"Maribyrnong",-37.82,144.891,"Western Metropolitan",6543,3,12,5579.71014492754,1,57,1079,140
"3583","Yarraville","76 Bishop St",4,"h",1235000,"Sold Prior","Jas","4/03/2017",7,3013,4,2,2,244,206,2011,"Maribyrnong",-37.8139,144.8741,"Western Metropolitan",6543,4,3,5061.47540983607,1,74,1079,140
"3584","Yarraville","5 Hood St",2,"h",1e+06,"Vendor Bid","Village","4/03/2017",7,3013,2,1,1,220,105,1910,"Maribyrnong",-37.8115,144.8875,"Western Metropolitan",6543,4,3,4545.45454545455,1,74,728,82
"3585","Yarraville","109 Powell St",3,"h",1320000,"Property Sold","Jas","4/03/2017",7,3013,3,2,2,473,171,1920,"Maribyrnong",-37.8217,144.8842,"Western Metropolitan",6543,4,3,2790.6976744186,1,74,6507,140
"3586","Yarraville","13 Simpson St",3,"h",1100000,"Vendor Bid","Village","4/03/2017",7,3013,3,2,0,214,129,1910,"Maribyrnong",-37.8175,144.8929,"Western Metropolitan",6543,4,3,5140.18691588785,1,74,728,82
"3587","Yarraville","7/88 Stephen St",2,"u",782000,"Property Sold","hockingstuart","4/03/2017",7,3013,2,1,1,1555,92,2013,"Maribyrnong",-37.8156,144.8943,"Western Metropolitan",6543,4,3,502.893890675241,1,74,1792,582
"3588","Yarraville","6 Clarendon St",3,"h",910000,"Property Sold","Village","4/06/2016",7,3013,3,3,2,197,109,2013,"Maribyrnong",-37.8197,144.8875,"Western Metropolitan",6543,4,6,4619.28934010152,1,44,6507,82
"3589","Yarraville","3 Cuming St",2,"h",856000,"Property Sold","Greg","4/06/2016",7,3013,2,1,1,261,100,1880,"Maribyrnong",-37.8157,144.887,"Western Metropolitan",6543,4,6,3279.69348659004,1,44,6507,138
"3590","Yarraville","40 Freeman St",3,"h",670000,"Vendor Bid","Village","4/06/2016",7,3013,3,1,1,477,120,1960,"Maribyrnong",-37.8186,144.8736,"Western Metropolitan",6543,4,6,1404.61215932914,1,44,728,82
"3591","Yarraville","25 Gray St",4,"h",706000,"Property Sold","Jas","4/06/2016",7,3013,2,1,0,165,93,1900,"Maribyrnong",-37.819,144.895,"Western Metropolitan",6543,4,6,4278.78787878788,1,44,6507,140
"3592","Yarraville","101 Roberts St",3,"h",1050000,"Property Sold","hockingstuart","4/06/2016",7,3013,2,2,1,462,132,1960,"Maribyrnong",-37.8128,144.8695,"Western Metropolitan",6543,4,6,2272.72727272727,1,44,6507,582
"3593","Yarraville","31 Frederick St",4,"h",1320000,"Sold Prior","Village","7/05/2016",7,3013,4,2,1,319,171,1915,"Maribyrnong",-37.8197,144.8957,"Western Metropolitan",6543,7,5,4137.93103448276,1,49,1079,82
"3594","Yarraville","47 Bayview Rd",5,"h",1815000,"Property Sold","Village","8/10/2016",7,3013,5,2,2,644,172,1890,"Maribyrnong",-37.8102,144.8857,"Western Metropolitan",6543,8,10,2818.32298136646,1,58,6507,82
"3595","Yarraville","2/8 Hughes St",2,"h",630000,"Passed In","Jas","8/10/2016",7,3013,2,1,1,148,79,2003,"Maribyrnong",-37.822,144.89,"Western Metropolitan",6543,8,10,4256.75675675676,1,58,1069,140
"3596","Yarraville","50 Tongue St",4,"h",1870000,"Property Sold","Sweeney","8/10/2016",7,3013,4,1,3,766,167,1968,"Maribyrnong",-37.8126,144.8905,"Western Metropolitan",6543,8,10,2441.25326370757,1,58,6507,106
"3597","Yarraville","44 Severn St",3,"h",1930000,"Property Sold","Jas","10/12/2016",7,3013,3,1,4,902,129,1920,"Maribyrnong",-37.8153,144.8796,"Western Metropolitan",6543,10,12,2139.68957871397,1,74,6507,140
"3598","Yarraville","122 Stephen St",1,"u",510000,"Sold Prior","hockingstuart","11/02/2017",7,3013,1,1,2,0,83,2004,"Maribyrnong",-37.8173,144.894,"Western Metropolitan",6543,11,2,Inf,1,29,481,582
"3599","Yarraville","9/51 Stephen St",2,"u",381000,"Passed In","Jas","11/02/2017",7,3013,2,1,1,0,65,1960,"Maribyrnong",-37.8128,144.8953,"Western Metropolitan",6543,11,2,Inf,1,29,361,140
"3600","Yarraville","113 Anderson St",3,"t",1040000,"Property Sold","Sweeney","12/11/2016",7,3013,2,2,0,352,152,2016,"Maribyrnong",-37.8164,144.8869,"Western Metropolitan",6543,12,11,2954.54545454545,1,55,723,106
"3601","Yarraville","122 Stephen St",1,"h",470000,"Passed In","Jas","12/11/2016",7,3013,1,1,2,0,83,2004,"Maribyrnong",-37.8173,144.894,"Western Metropolitan",6543,12,11,Inf,1,55,1069,140
"3602","Yarraville","7/13 Stephen St",2,"u",501344,"Sold Prior","Sweeney","13/08/2016",7,3013,2,1,1,0,72,1950,"Maribyrnong",-37.8106,144.8957,"Western Metropolitan",6543,13,8,Inf,1,20,481,106
"3603","Yarraville","9 Stanger St",3,"h",796000,"Property Sold","Greg","14/05/2016",7,3013,3,1,1,464,120,1960,"Maribyrnong",-37.8151,144.8638,"Western Metropolitan",6543,14,5,1715.51724137931,1,47,6507,138
"3604","Yarraville","64 Bishop St",3,"h",1055000,"Property Sold","hockingstuart","16/04/2016",7,3013,3,1,3,670,116,1940,"Maribyrnong",-37.8134,144.8745,"Western Metropolitan",6543,16,4,1574.62686567164,1,63,6507,582
"3605","Yarraville","4/16 Dean St",3,"t",620000,"Vendor Bid","iOne","16/04/2016",7,3013,3,3,1,0,141,2014,"Maribyrnong",-37.8194,144.8826,"Western Metropolitan",6543,16,4,Inf,1,63,107,1
"3606","Yarraville","5/69 Hamilton St",1,"u",345000,"Property Sold","hockingstuart/Village","16/04/2016",7,3013,1,1,1,0,47,1970,"Maribyrnong",-37.8111,144.887,"Western Metropolitan",6543,16,4,Inf,1,63,1792,1
"3607","Yarraville","25 Norfolk St",3,"h",950000,"Sold Prior","Village","16/04/2016",7,3013,3,1,2,240,84,1880,"Maribyrnong",-37.8202,144.8896,"Western Metropolitan",6543,16,4,3958.33333333333,1,63,1079,82
"3608","Yarraville","29 Frederick St",4,"h",1200000,"Property Sold","Village","16/07/2016",7,3013,4,2,2,417,157,1900,"Maribyrnong",-37.8197,144.8969,"Western Metropolitan",6543,16,7,2877.69784172662,1,45,6507,82
"3609","Yarraville","59 Gent St",3,"h",1005000,"Property Sold","Sweeney","16/07/2016",7,3013,3,1,1,438,115,1960,"Maribyrnong",-37.8177,144.8711,"Western Metropolitan",6543,16,7,2294.52054794521,1,45,6507,106
"3610","Yarraville","7 Stewart St",4,"h",1340000,"Vendor Bid","Village","18/03/2017",7,3013,4,2,0,297,175,1900,"Maribyrnong",-37.8108,144.888,"Western Metropolitan",6543,18,3,4511.78451178451,1,68,728,82
"3611","Yarraville","52 Severn St",3,"h",865000,"Sold Prior","Jas","18/06/2016",7,3013,3,1,1,189,87,1930,"Maribyrnong",-37.8159,144.8795,"Western Metropolitan",6543,18,6,4576.71957671958,1,53,1079,140
"3612","Yarraville","347 Williamstown Rd",3,"h",781500,"Property Sold","Jas","18/06/2016",7,3013,2,1,2,341,132,1950,"Maribyrnong",-37.8224,144.8818,"Western Metropolitan",6543,18,6,2291.78885630499,1,53,6507,140
"3613","Yarraville","15 Ofarrell St",4,"h",1401000,"Property Sold","Village","19/11/2016",7,3013,4,1,1,306,133,1910,"Maribyrnong",-37.8102,144.8885,"Western Metropolitan",6543,19,11,4578.43137254902,1,60,6507,82
"3614","Yarraville","2/382 Williamstown Rd",2,"h",630000,"Property Sold","Jas","19/11/2016",7,3013,2,2,2,168,121,2000,"Maribyrnong",-37.8225,144.8814,"Western Metropolitan",6543,19,11,3750,1,60,6507,140
"3615","Yarraville","129 Roberts St",5,"h",1137500,"Property Sold","hockingstuart","22/05/2016",7,3013,2,3,4,446,244,1950,"Maribyrnong",-37.8146,144.8692,"Western Metropolitan",6543,22,5,2550.44843049327,1,46,6507,582
"3616","Yarraville","2 Hood St",4,"h",1158000,"Property Sold","Jas","23/04/2016",7,3013,4,1,3,411,96,1910,"Maribyrnong",-37.8117,144.8873,"Western Metropolitan",6543,23,4,2817.51824817518,1,24,6507,140
"3617","Yarraville","9/11 Berry St",3,"h",955000,"Property Sold","Village","24/09/2016",7,3013,3,2,2,206,173,2006,"Maribyrnong",-37.8127,144.8965,"Western Metropolitan",6543,24,9,4635.92233009709,1,54,6507,82
"3618","Yarraville","3 Freame St",3,"h",1081000,"Sold Prior","Village","24/09/2016",7,3013,3,1,1,448,104,1940,"Maribyrnong",-37.8171,144.8753,"Western Metropolitan",6543,24,9,2412.94642857143,1,54,1079,82
"3619","Yarraville","443 Geelong Rd",3,"h",725000,"Property Sold","Sweeney","24/09/2016",7,3013,3,1,5,558,128,1940,"Maribyrnong",-37.8119,144.868,"Western Metropolitan",6543,24,9,1299.28315412186,1,54,6507,106
"3620","Yarraville","43 Ballarat St",2,"h",767000,"Property Sold","Jas","25/02/2017",7,3013,2,1,0,128,80,1920,"Maribyrnong",-37.8179,144.8908,"Western Metropolitan",6543,25,2,5992.1875,1,74,6507,140
"3621","Yarraville","20 Grace St",3,"h",1450000,"Property Sold","Village","25/02/2017",7,3013,3,2,2,542,211,2016,"Maribyrnong",-37.811,144.8844,"Western Metropolitan",6543,25,2,2675.27675276753,1,74,6507,82
"3622","Yarraville","23 Lennox St",3,"h",1430000,"Sold Prior","Village","25/02/2017",7,3013,3,3,2,386,172,1940,"Maribyrnong",-37.816,144.8936,"Western Metropolitan",6543,25,2,3704.66321243523,1,74,1079,82
"3623","Yarraville","38 Simpson St",3,"h",1275000,"Sold Prior","Village","25/02/2017",7,3013,3,1,2,229,128,1910,"Maribyrnong",-37.8172,144.8919,"Western Metropolitan",6543,25,2,5567.68558951965,1,74,1079,82
"3624","Yarraville","122 Blackwood St",4,"h",1606000,"Sold Prior","Jas","26/07/2016",7,3013,4,2,3,455,178,1890,"Maribyrnong",-37.8177,144.8839,"Western Metropolitan",6543,26,7,3529.67032967033,1,33,1079,140
"3625","Yarraville","38 Benbow St",2,"h",780000,"Property Sold","Hunter","27/06/2016",7,3013,2,1,1,435,114,1950,"Maribyrnong",-37.8223,144.8779,"Western Metropolitan",6543,27,6,1793.10344827586,1,57,6507,4
"3626","Yarraville","76 Kidman St",3,"h",670000,"Passed In","Biggin","27/06/2016",7,3013,3,1,1,463,119,1950,"Maribyrnong",-37.8137,144.8636,"Western Metropolitan",6543,27,6,1447.08423326134,1,57,1069,213
"3627","Yarraville","23 Castlemaine St",3,"h",1380000,"Property Sold","Village","27/11/2016",7,3013,3,2,2,235,144,1910,"Maribyrnong",-37.815,144.8928,"Western Metropolitan",6543,27,11,5872.34042553191,1,75,6507,82
"3628","Yarraville","3/64 Powell St",2,"u",480500,"Sold Prior","Jas","27/11/2016",7,3013,2,1,1,0,65,1970,"Maribyrnong",-37.8182,144.8846,"Western Metropolitan",6543,27,11,Inf,1,75,481,140
"3629","Yarraville","4 Regent St",4,"h",1520000,"Vendor Bid","Jas","27/11/2016",7,3013,4,2,0,261,160,1910,"Maribyrnong",-37.8123,144.8888,"Western Metropolitan",6543,27,11,5823.75478927203,1,75,728,140
"3630","Yarraville","10 Tuppen St",5,"h",1287000,"Property Sold","hockingstuart","27/11/2016",7,3013,5,2,2,488,213,1930,"Maribyrnong",-37.8131,144.8778,"Western Metropolitan",6543,27,11,2637.29508196721,1,75,6507,582
"3631","Yarraville","16/11 Berry St",3,"t",8e+05,"Vendor Bid","Jas","28/05/2016",7,3013,3,2,1,169,150,2007,"Maribyrnong",-37.8122,144.8965,"Western Metropolitan",6543,28,5,4733.72781065089,1,48,107,140
"3632","Yarraville","30 Simpson St",3,"h",1460000,"Sold Prior","Village","28/05/2016",7,3013,3,1,2,463,119,1900,"Maribyrnong",-37.8172,144.8924,"Western Metropolitan",6543,28,5,3153.34773218143,1,48,1079,82
"3633","Yarraville","7 Hughes St",3,"h",840000,"Property Sold","Village","28/08/2016",7,3013,4,1,1,470,127,1970,"Maribyrnong",-37.822,144.8904,"Western Metropolitan",6543,28,8,1787.23404255319,1,52,6507,82
"3634","Yarraville","46 Kingston St",3,"h",900500,"Property Sold","Village","28/08/2016",7,3013,2,1,1,208,100,1970,"Maribyrnong",-37.8145,144.8804,"Western Metropolitan",6543,28,8,4329.32692307692,1,52,6507,82
"3635","Yarraville","6/37 Stephen St",3,"h",940000,"Property Sold","Village","28/08/2016",7,3013,3,2,2,171,146,2007,"Maribyrnong",-37.8124,144.8957,"Western Metropolitan",6543,28,8,5497.07602339181,1,52,6507,82
"3636","Aberfeldie","2/2 St Kinnord St",1,"u",380000,"Property Sold","Nelson","3/12/2016",9.1,3040,1,1,1,0,39,1990,"Moonee Valley",-37.7561,144.9028,"Western Metropolitan",1543,3,12,Inf,1,57,1792,817
"3637","Aberfeldie","40 Clifton St",4,"h",1646000,"Property Sold","Rendina","4/03/2017",9.1,3040,4,3,2,757,157,1950,"Moonee Valley",-37.7606,144.8909,"Western Metropolitan",1543,4,3,2174.37252311757,1,74,6507,37
"3638","Aberfeldie","8/257 Buckley St",2,"u",470000,"Property Sold","Brad","7/05/2016",9.1,3040,2,1,1,976,71,2000,"Moonee Valley",-37.7557,144.9037,"Western Metropolitan",1543,7,5,481.55737704918,1,49,1792,172
"3639","Aberfeldie","21 May St",4,"h",1346000,"Property Sold","Nelson","8/10/2016",9.1,3040,2,2,2,559,204,1995,"Moonee Valley",-37.7614,144.8925,"Western Metropolitan",1543,8,10,2407.87119856887,1,58,6507,817
"3640","Aberfeldie","2/30 Caroline St",3,"t",935000,"Sold Prior","Nelson","10/09/2016",9.1,3040,3,2,2,217,149,2005,"Moonee Valley",-37.7591,144.8923,"Western Metropolitan",1543,10,9,4308.75576036866,1,50,143,817
